"Antecedent","Consequent","Support","Confidence","Lift","Conviction","Leverage","Coverage"
"meatballs","milk","0.0054659378749500062","0.26114649681528662","2.0152879347854578","1.1780647637786226","0.002753701186284525","0.020930542594320756"
"extra dark chocolate","mineral water","0.0057325689908012262","0.47777777777777775","2.0043686303753421","1.4584438386938479","0.0028725317182523467","0.011998400213304892"
"olive oil","spaghetti","0.022930275963204905","0.34817813765182187","1.9997582010155557","1.2670484515108129","0.01146375168463962","0.065857885615251299"
"olive oil","milk","0.017064391414478068","0.25910931174089069","1.9995668182802686","1.1748255059616823","0.0085303473112885927","0.065857885615251299"
"ham","spaghetti","0.0091987734968670843","0.34673366834170855","1.9914619036992003","1.264246818372935","0.0045796675627891659","0.026529796027196375"
"extra dark chocolate","spaghetti","0.0041327822956939075","0.34444444444444444","1.9783137655266292","1.2598320223970136","0.00204373941093505","0.011998400213304892"
"light cream","mineral water","0.0073323556859085457","0.47008547008547008","1.9720979368630378","1.4372728797450665","0.0036143072315950021","0.015597920277296361"
"french wine","spaghetti","0.0077323023596853752","0.34319526627218933","1.971139121215691","1.2574359454775399","0.0038095440538604098","0.022530329289428077"
"almonds","milk","0.0051993067590987872","0.25490196078431376","1.9670983619785365","1.1681916095397806","0.0025561716421190505","0.020397280362618318"
"parmesan cheese","spaghetti","0.0067990934542061059","0.34228187919463082","1.9658930902288867","1.2556897175614679","0.0033405669005497751","0.019864018130915879"
"light cream","spaghetti","0.0053326223170243967","0.34188034188034189","1.9635868640462821","1.2549235859461163","0.002616866566837882","0.015597920277296361"
"black tea","eggs","0.0049326756432475673","0.34579439252336447","1.9241867494938849","1.2538728169577389","0.0023691637364407049","0.014264764698040262"
"cereals","green tea","0.0065324623383548859","0.25388601036269431","1.9216942116352878","1.1632060169755143","0.0031331377742266462","0.025729902679642713"
"soup","mineral water","0.023063591521130515","0.45646437994722955","1.9149548735929356","1.4012545900028865","0.01101965678450801","0.050526596453806159"
"frozen vegetables","milk","0.023596853752832957","0.24755244755244757","1.9103815937149271","1.1567813263064306","0.011244947814006083","0.095320623916811092"
"chicken","milk","0.014798026929742702","0.24666666666666667","1.9035459533607684","1.1554211650835937","0.0070241001150964178","0.059992001066524463"
"shrimp","milk","0.01759765364618051","0.2462686567164179","1.9004744794545789","1.1548110416960906","0.0083380430402907133","0.071457139048126922"
"herb & pepper","spaghetti","0.016264498066924409","0.32884097035040427","1.8886953434903386","1.2305427549419112","0.0076529990641962288","0.049460071990401283"
"almonds","green tea","0.0050659912011731768","0.24836601307189543","1.8799126781556887","1.1546634361795238","0.0023711898627709967","0.020397280362618318"
"butter","green tea","0.0073323556859085457","0.2433628318584071","1.8420429886679228","1.1470283494364495","0.0033517994605563057","0.030129316091187842"
"burgers","eggs","0.028796160511931741","0.33027522935779807","1.8378297443715452","1.2248175129160859","0.013127592408644934","0.087188374883348907"
"black tea","spaghetti","0.004532728969470737","0.31775700934579437","1.825034706816848","1.2105509219775263","0.0020490890953685395","0.014264764698040262"
"salmon","spaghetti","0.013464871350486601","0.31661442006269591","1.8184722548930183","1.2085269364696327","0.0060603749033968733","0.042527662978269563"
"grated cheese","spaghetti","0.01653112918277563","0.31552162849872772","1.8121958157495839","1.2065974846476477","0.0074089752526619521","0.052393014264764698"
"almonds","chocolate","0.0059992001066524461","0.29411764705882354","1.7950988369310292","1.1845531706883528","0.0026572113630638694","0.020397280362618318"
"cooking oil","spaghetti","0.015864551393147582","0.31070496083550914","1.7845313255950646","1.1981660021088096","0.0069745133391182212","0.051059858685508601"
"almonds","eggs","0.0065324623383548859","0.3202614379084967","1.7821076007059597","1.2067737122229856","0.0028668798921731111","0.020397280362618318"
"salmon","milk","0.0097320357285695241","0.22884012539184953","1.7659771404982136","1.1287118357118779","0.0042211853866313811","0.042527662978269563"
"olive oil","mineral water","0.027596320490601255","0.41902834008097167","1.7579035676439421","1.3109620227175287","0.011897893683499625","0.065857885615251299"
"tomatoes","spaghetti","0.020930542594320756","0.30604288499025339","1.7577547322449392","1.1901165986857183","0.0090229981511952672","0.06839088121583789"
"meatballs","spaghetti","0.0063991467804292764","0.30573248407643316","1.7559719472108157","1.189584507998322","0.0027549275259054922","0.020930542594320756"
"fresh tuna","spaghetti","0.0067990934542061059","0.30538922155688625","1.754000421820983","1.1889966395285227","0.002922758323598004","0.022263698173576856"
"protein bar","mineral water","0.0077323023596853752","0.41726618705035967","1.7505110005954967","1.306997750094226","0.003315133683193216","0.018530862551659779"
"carrots","spaghetti","0.0046660445273963473","0.30434782608695654","1.7480191757107666","1.187216704439408","0.0019967119524266965","0.01533128916144514"
"ground beef","mineral water","0.040927876283162246","0.41655359565807326","1.7475215442008991","1.3054014503492559","0.017507348840178641","0.098253566191174507"
"frozen smoothie","milk","0.014264764698040262","0.22526315789473686","1.7383734026424087","1.1235005622438747","0.0060589530603580733","0.063324890014664709"
"cooking oil","milk","0.011465137981602452","0.22454308093994776","1.7328165124799879","1.1224572975006251","0.0048486624926923931","0.051059858685508601"
"turkey","eggs","0.019464071457139048","0.31130063965884863","1.7322448798820651","1.1910721501323045","0.0082277435665557008","0.062524996667111046"
"rice","chocolate","0.0053326223170243967","0.28368794326241131","1.7314428498058154","1.1673057453725642","0.0022527503376388452","0.018797493667511"
"avocado","milk","0.0074656712438341552","0.22399999999999998","1.728625514403292","1.1216717496086432","0.0031468230134751082","0.033328889481402481"
"ground beef","milk","0.021997067057725635","0.22388059701492538","1.7277040722314354","1.121499184724088","0.0092651024746271664","0.098253566191174507"
"rice","mineral water","0.0077323023596853752","0.41134751773049644","1.7256810573246386","1.2938564014757872","0.0032515772993587967","0.018797493667511"
"whole wheat pasta","spaghetti","0.0087988268230902549","0.29864253393665158","1.7152508782992524","1.1775591211494383","0.0036690659616268381","0.029462738301559793"
"shrimp","spaghetti","0.021197173710171976","0.29664179104477612","1.7037596283513519","1.1742094864804939","0.0087557627520525576","0.071457139048126922"
"tomato sauce","mineral water","0.0057325689908012262","0.40566037735849053","1.7018224220167997","1.2814756974202384","0.00236408064757699","0.014131449140114652"
"french wine","milk","0.0049326756432475673","0.21893491124260356","1.6895378284267173","1.1143978782626962","0.0020131342395248515","0.022530329289428077"
"almonds","spaghetti","0.0059992001066524461","0.29411764705882354","1.6892622286280514","1.170010665244634","0.0024478272025623884","0.020397280362618318"
"salmon","mineral water","0.017064391414478068","0.40125391849529779","1.6833364891684723","1.2720447046850996","0.0069271481928881492","0.042527662978269563"
"frozen vegetables","spaghetti","0.027862951606452472","0.29230769230769227","1.6788667687595713","1.1670183106020646","0.011266666466423773","0.095320623916811092"
"butter","chocolate","0.008265564591387815","0.27433628318584069","1.6743665257746063","1.1522626251459154","0.0033290321988974992","0.030129316091187842"
"cereals","mineral water","0.010265297960271964","0.39896373056994822","1.6737287153272828","1.2671977069724039","0.0041321069202504774","0.025729902679642713"
"fresh tuna","milk","0.0047993600853219569","0.21556886227544911","1.6635617653581725","1.1096159188952923","0.0019143694674421136","0.022263698173576856"
"fresh tuna","mineral water","0.0087988268230902549","0.39520958083832336","1.6579793433267696","1.259331759065788","0.0034918687729162227","0.022263698173576856"
"cooking oil","mineral water","0.020130649246767097","0.39425587467362921","1.6539783646123563","1.2573490201306492","0.0079596017424757529","0.051059858685508601"
"fresh bread","milk","0.0091987734968670843","0.21362229102167182","1.648539922791729","1.1068692153382174","0.0036188215832431963","0.043060925209972005"
"chicken","spaghetti","0.017197706972403679","0.28666666666666668","1.6464675855028075","1.1577895532932057","0.0067524925486093911","0.059992001066524463"
"red wine","mineral water","0.010931875749900012","0.38862559241706157","1.6303582599107267","1.2457698146707055","0.0042266772553687503","0.028129582722303693"
"cooking oil","chocolate","0.013598186908412212","0.26631853785900783","1.6254315317171826","1.1396705824751243","0.0052322935175989765","0.051059858685508601"
"oil","chocolate","0.0061325156645780565","0.26589595375722547","1.6228523589364914","1.139014535594729","0.0023536656473177706","0.023063591521130515"
"soup","spaghetti","0.014264764698040262","0.2823218997361478","1.6215134532318871","1.1507803861445927","0.0054675729944446295","0.050526596453806159"
"chicken","mineral water","0.022796960405279298","0.38000000000000006","1.5941722595078303","1.2284383587564671","0.0084967740425348996","0.059992001066524463"
"burgers","milk","0.01786428476203173","0.20489296636085624","1.5811750418444268","1.0947171146411248","0.0065661777914124628","0.087188374883348907"
"tomatoes","milk","0.013998133582189041","0.2046783625730994","1.5795189276345871","1.0944217241622687","0.0051358570134922774","0.06839088121583789"
"light mayo","french fries","0.0073323556859085457","0.26960784313725489","1.5774792756416143","1.1351291863545709","0.0026842086077631111","0.027196373816824423"
"white wine","spaghetti","0.004532728969470737","0.27419354838709675","1.5748283357209898","1.1378927254143891","0.0016544921060251999","0.01653112918277563"
"frozen vegetables","mineral water","0.035728569524063461","0.37482517482517486","1.5724628838722801","1.2182700770396908","0.013007162303258473","0.095320623916811092"
"strawberries","french fries","0.0057325689908012262","0.26874999999999999","1.572460023400936","1.1337975449427258","0.0020869634393146106","0.021330489268097587"
"spaghetti","milk","0.03546193840821224","0.20367534456355285","1.57177855922964","1.0930432352609396","0.012900275252816583","0.17411011865084655"
"milk","spaghetti","0.03546193840821224","0.27366255144032925","1.57177855922964","1.1370608564750384","0.012900275252816583","0.12958272230369283"
"butter","milk","0.0061325156645780565","0.20353982300884957","1.5707327287956592","1.0928572486631412","0.0022282768643334784","0.030129316091187842"
"protein bar","spaghetti","0.0050659912011731768","0.27338129496402874","1.5701631650269372","1.1366207277973497","0.0018395805236011637","0.018530862551659779"
"black tea","mineral water","0.0053326223170243967","0.37383177570093457","1.5682953856446924","1.216337324177672","0.0019323557818829505","0.014264764698040262"
"whole wheat rice","milk","0.011865084655379284","0.20273348519362189","1.5645101568285575","1.0917519568819396","0.004281187162868798","0.058525529929342755"
"almonds","mineral water","0.0075989868017597656","0.37254901960784315","1.5629139799096372","1.2138506532462339","0.0027369234384266696","0.020397280362618318"
"tomato juice","green tea","0.006265831222503666","0.20614035087719296","1.5603014852975019","1.0932464989935042","0.0022500488358651229","0.030395947207039063"
"energy bar","milk","0.0054659378749500062","0.20197044334975367","1.5586217032577185","1.0907080701996936","0.0019590331118984603","0.027063058258898813"
"hot dogs","green tea","0.0066657778962804963","0.20576131687242802","1.5574325306358048","1.0927247696852855","0.0023857992999946811","0.032395680575923208"
"milk","mineral water","0.047993600853219569","0.37037037037037041","1.5537741320739085","1.209650477975486","0.01710519830969167","0.12958272230369283"
"mineral water","milk","0.047993600853219569","0.20134228187919462","1.5537741320739085","1.0898502048466365","0.01710519830969167","0.23836821757099053"
"meatballs","mineral water","0.0077323023596853752","0.36942675159235672","1.549815471864803","1.2078403014278232","0.0027431262286834405","0.020930542594320756"
"rice","spaghetti","0.0050659912011731768","0.26950354609929078","1.5478913470832925","1.1305871191284527","0.0017931573483842998","0.018797493667511"
"french wine","mineral water","0.008265564591387815","0.36686390532544377","1.5390638444329718","1.2029511329953515","0.0028950501573793627","0.022530329289428077"
"shrimp","chocolate","0.017997600319957337","0.25186567164179102","1.5372208323719074","1.1176538057602294","0.0062897181855555255","0.071457139048126922"
"gums","mineral water","0.0049326756432475673","0.36633663366336638","1.5368518395463708","1.2019501566457809","0.0017230782596093798","0.013464871350486601"
"hot dogs","spaghetti","0.0086655112651646445","0.26748971193415638","1.5363249075176932","1.1274788829654172","0.0030250954763157301","0.032395680575923208"
"salmon","chocolate","0.010665244634048793","0.2507836990595611","1.5306171901104701","1.1160397581577686","0.0036973073189850289","0.042527662978269563"
"pancakes","spaghetti","0.025196640447940274","0.26507713884992989","1.5224683143287321","1.1237776438968443","0.0086467784831284374","0.095053992800959872"
"cottage cheese","green tea","0.0063991467804292764","0.20083682008368201","1.5201584131661943","1.0859913268108754","0.0021896205067160664","0.031862418344220773"
"olive oil","chocolate","0.01639781362485002","0.24898785425101214","1.5196565457582116","1.1133710473823615","0.0056073401651587987","0.065857885615251299"
"turkey","spaghetti","0.01653112918277563","0.26439232409381663","1.5185350865449607","1.1227314618920377","0.00564489459442114","0.062524996667111046"
"burgers","green tea","0.017464338088254899","0.20030581039755346","1.5161391360161944","1.0852702112630999","0.0059453833476338144","0.087188374883348907"
"milk","chocolate","0.032129049460071987","0.2479423868312757","1.5132757067708698","1.1118233027206039","0.010897591559626912","0.12958272230369283"
"champagne","chocolate","0.011598453539528063","0.24786324786324784","1.5127926950546966","1.111706317945486","0.0039315381865895633","0.046793760831889082"
"body spray","mineral water","0.0041327822956939075","0.3604651162790698","1.5122197076114667","1.1909151507071785","0.0013998577908138671","0.011465137981602452"
"tomatoes","mineral water","0.024396747100386616","0.35672514619883039","1.4965298219448697","1.1839912254123692","0.0080945346468580016","0.06839088121583789"
"rice","french fries","0.0047993600853219569","0.25531914893617019","1.4938759252497757","1.1133486963642942","0.0015866701930743765","0.018797493667511"
"chicken","chocolate","0.014664711371817091","0.24444444444444446","1.4919265889160114","1.1066759726154161","0.0048353327142036315","0.059992001066524463"
"pancakes","mineral water","0.033728836155179312","0.35483870967741937","1.4886158620191963","1.1805292627649648","0.011070985318208743","0.095053992800959872"
"cereals","spaghetti","0.0066657778962804963","0.2590673575129534","1.4879511858381802","1.1146625671355708","0.0021859414878531687","0.025729902679642713"
"french wine","eggs","0.0059992001066524461","0.2662721893491124","1.4816822643232137","1.1179767428858949","0.0019502887772098318","0.022530329289428077"
"burgers","french fries","0.021997067057725635","0.25229357798165131","1.4761732671141705","1.1088435652342468","0.0070956543660240911","0.087188374883348907"
"pepper","chocolate","0.0063991467804292764","0.24120603015075376","1.4721614582268543","1.1019528522024877","0.0020523771073957678","0.026529796027196375"
"frozen vegetables","chocolate","0.022930275963204905","0.24055944055944053","1.4682151046675047","1.1010146467886541","0.0073124854294412938","0.095320623916811092"
"fresh tuna","eggs","0.0058658845487268366","0.26347305389221559","1.4661063629417723","1.1137279257074668","0.0018648893296918274","0.022263698173576856"
"avocado","mineral water","0.011598453539528063","0.34799999999999998","1.4599261744966443","1.1681469055659655","0.0036539055602256183","0.033328889481402481"
"carrots","mineral water","0.0053326223170243967","0.34782608695652173","1.4591965762085402","1.1678353997244812","0.0016781302465452728","0.01533128916144514"
"ham","mineral water","0.0091987734968670843","0.34673366834170855","1.4546136723887897","1.1658824977182531","0.0028749133053423389","0.026529796027196375"
"herb & pepper","mineral water","0.017064391414478068","0.34501347708894875","1.447397142977743","1.1628205402516978","0.0052746822131932401","0.049460071990401283"
"whole wheat rice","mineral water","0.020130649246767097","0.3439635535307517","1.4429925140012128","1.1609595572442193","0.0061800229951120052","0.058525529929342755"
"ham","chocolate","0.006265831222503666","0.23618090452261306","1.441491427847128","1.0947031623853662","0.0019190615494701574","0.026529796027196375"
"frozen smoothie","chocolate","0.01493134248766831","0.23578947368421052","1.43910239390176","1.0941424522643997","0.0045558872379652133","0.063324890014664709"
"mineral water","spaghetti","0.059725369950673242","0.2505592841163311","1.4390851379453291","1.1020082894420047","0.018223051306797279","0.23836821757099053"
"spaghetti","mineral water","0.059725369950673242","0.34303215926493108","1.4390851379453291","1.1593136455154853","0.018223051306797279","0.17411011865084655"
"honey","spaghetti","0.011865084655379284","0.25","1.4358728943338437","1.1011865084655379","0.0036017594667775796","0.047460338621517134"
"ground beef","chocolate","0.023063591521130515","0.23473541383989144","1.4326691124597442","1.0926354027500824","0.0069652535863280254","0.098253566191174507"
"mushroom cream sauce","french fries","0.0046660445273963473","0.24475524475524479","1.4320663735640338","1.0977758521086078","0.0014077845657551849","0.019064124783362217"
"oil","spaghetti","0.0057325689908012262","0.24855491329479767","1.427573051013995","1.0990688421031043","0.0017169643345425339","0.023063591521130515"
"cake","mineral water","0.027463004932675644","0.33881578947368424","1.4213966649005063","1.1519207057632783","0.0081418642470121004","0.081055859218770829"
"frozen smoothie","spaghetti","0.015597920277296361","0.24631578947368424","1.4147126622068189","1.0958036135219216","0.0045724161632912808","0.063324890014664709"
"burgers","spaghetti","0.021463804826023197","0.24617737003058099","1.4139176513012159","1.0956023983820411","0.00628342653010883","0.087188374883348907"
"tomato juice","spaghetti","0.0074656712438341552","0.24561403508771928","1.4106821418016711","1.0947842613232963","0.0021734292691117166","0.030395947207039063"
"herb & pepper","eggs","0.012531662445007332","0.25336927223719674","1.4098834651715229","1.0986564005665671","0.0036432239643966226","0.049460071990401283"
"mint","mineral water","0.0058658845487268366","0.33587786259541985","1.4090715029800023","1.1468248677954052","0.0017029414075723556","0.017464338088254899"
"french wine","chocolate","0.0051993067590987872","0.23076923076923078","1.4084621643612694","1.087001733102253","0.001507828996572843","0.022530329289428077"
"mushroom cream sauce","chocolate","0.0043994134115451274","0.23076923076923078","1.4084621643612694","1.087001733102253","0.0012758553047924055","0.019064124783362217"
"avocado","french fries","0.0079989334755365959","0.24000000000000002","1.4042433697347896","1.0909071772886423","0.0023026748013387586","0.033328889481402481"
"grated cheese","mineral water","0.017464338088254899","0.33333333333333331","1.3983967188665176","1.1424476736435141","0.004975508664791458","0.052393014264764698"
"fromage blanc","mineral water","0.004532728969470737","0.33333333333333331","1.3983967188665174","1.1424476736435141","0.0012913533939153399","0.013598186908412212"
"red wine","eggs","0.0070657245700573258","0.25118483412322273","1.3977280717791498","1.0954514081666749","0.0020105749220550089","0.028129582722303693"
"whole wheat rice","spaghetti","0.014131449140114652","0.24145785876993167","1.3868111781265371","1.0887857594963313","0.0039415621800131129","0.058525529929342755"
"shrimp","mineral water","0.023596853752832957","0.33022388059701491","1.3853519733547028","1.1371438311474906","0.006563742885208515","0.071457139048126922"
"avocado","spaghetti","0.0079989334755365959","0.24000000000000002","1.3784379785604901","1.0866972123015177","0.002196036573428658","0.033328889481402481"
"chocolate","spaghetti","0.039194774030129317","0.23921887713588283","1.3739516059695689","1.0855814590140209","0.010667732859366695","0.1638448206905746"
"spaghetti","chocolate","0.039194774030129317","0.22511485451761104","1.3739516059695689","1.0790698262629541","0.010667732859366695","0.17411011865084655"
"whole wheat pasta","mineral water","0.0095987201706439138","0.32579185520361986","1.3667587840505329","1.1296686168913497","0.0025757397569405533","0.029462738301559793"
"brownies","french fries","0.0078656179176109856","0.23320158102766797","1.3644657248740544","1.0812352167477326","0.0021010041393227739","0.033728836155179312"
"tomato juice","french fries","0.0070657245700573258","0.23245614035087719","1.3601041410077457","1.0801851181747195","0.0018707366591888984","0.030395947207039063"
"escalope","chocolate","0.01759765364618051","0.22184873949579834","1.3540174084279766","1.0745406731946179","0.0046010307544471565","0.079322756965737901"
"mineral water","chocolate","0.052659645380615919","0.220917225950783","1.3483320682317519","1.0732558941889825","0.013604247514365099","0.23836821757099053"
"chocolate","mineral water","0.052659645380615919","0.32139951179820991","1.3483320682317519","1.1223566673923893","0.013604247514365099","0.1638448206905746"
"energy drink","french fries","0.0061325156645780565","0.22999999999999998","1.3457332293291733","1.076739551609569","0.0015755087252197868","0.026663111585121985"
"frozen smoothie","french fries","0.014531395813891481","0.22947368421052633","1.3426537482551935","1.0760040737737699","0.0037085043329155905","0.063324890014664709"
"frozen smoothie","mineral water","0.020263964804692707","0.32000000000000001","1.3424608501118569","1.1200467388661905","0.0051693236440180645","0.063324890014664709"
"fresh bread","chocolate","0.0094654046127183051","0.21981424148606812","1.3416001833905589","1.0717385830037476","0.0024100950429201988","0.043060925209972005"
"chicken","eggs","0.014398080255965871","0.23999999999999999","1.3354896142433235","1.0793297735740497","0.0036169554142547692","0.059992001066524463"
"oil","mineral water","0.0073323556859085457","0.31791907514450868","1.3337309746414765","1.1166296471204971","0.0018347284842312548","0.023063591521130515"
"honey","mineral water","0.015064658045593921","0.31741573033707865","1.3316193474599702","1.1158062326943514","0.0037516217230672399","0.047460338621517134"
"cereals","chocolate","0.0055992534328756166","0.21761658031088085","1.3281871187240986","1.0687281430908551","0.0013835421419436215","0.025729902679642713"
"tomato juice","mineral water","0.0095987201706439138","0.31578947368421051","1.3247968915577533","1.1131541435500909","0.0023532924135200844","0.030395947207039063"
"hot dogs","french fries","0.0073323556859085457","0.22633744855967081","1.3243035894275279","1.071642220753545","0.0017955922545882484","0.032395680575923208"
"milk","eggs","0.03079589388081589","0.23765432098765432","1.3224369894127559","1.0760087588861296","0.0075086642227199102","0.12958272230369283"
"fresh tuna","chocolate","0.0047993600853219569","0.21556886227544911","1.3156892074272935","1.0659382820204126","0.0011515684501631836","0.022263698173576856"
"low fat yogurt","mineral water","0.023996800426609784","0.31358885017421601","1.315564857470243","1.1095853886148515","0.0057561182661313749","0.076523130249300089"
"ham","eggs","0.006265831222503666","0.23618090452261306","1.3142381044689322","1.0739331247061796","0.0014981782369469787","0.026529796027196375"
"parmesan cheese","chocolate","0.004266097853619517","0.21476510067114091","1.3107835802556778","1.0648471941632853","0.0010114813647652821","0.019864018130915879"
"cake","eggs","0.019064124783362217","0.23519736842105263","1.3087651784319849","1.0725520468238643","0.0044976272194503283","0.081055859218770829"
"pepper","mineral water","0.008265564591387815","0.31155778894472358","1.3070441693928254","1.1063118591487073","0.0019417043998630696","0.026529796027196375"
"fresh bread","mineral water","0.013331555792560993","0.30959752321981426","1.2988204819193663","1.1031706983164578","0.0030671998033022351","0.043060925209972005"
"whole wheat pasta","chocolate","0.006265831222503666","0.21266968325791855","1.2979945436270519","1.0620131875136956","0.0014385141484312769","0.029462738301559793"
"avocado","chocolate","0.0070657245700573258","0.21199999999999999","1.293907241659886","1.0611106336414027","0.0016049586491609586","0.033328889481402481"
"muffins","french fries","0.0053326223170243967","0.22099447513812154","1.2930417769196956","1.0642921369349336","0.0012085310369051626","0.024130115984535395"
"cake","french fries","0.01786428476203173","0.22039473684210528","1.2895326997290419","1.0634733934209617","0.0040109836663825907","0.081055859218770829"
"turkey","mineral water","0.019197440341287828","0.30703624733475482","1.288075442538029","1.0990932491052476","0.0042934683321164437","0.062524996667111046"
"mushroom cream sauce","spaghetti","0.004266097853619517","0.22377622377622378","1.2852568564666573","1.0639842615579183","0.00094684082561377701","0.019064124783362217"
"cake","spaghetti","0.018130915877882948","0.22368421052631579","1.2847283791408075","1.0638581522463673","0.0040182706119564447","0.081055859218770829"
"vegetables mix","mineral water","0.0078656179176109856","0.30569948186528501","1.282467457198827","1.096977119468648","0.0017324268775894989","0.025729902679642713"
"cooking oil","eggs","0.011731769097453673","0.2297650130548303","1.2785366193800309","1.0649874931929981","0.0025558339543973341","0.051059858685508601"
"pancakes","chocolate","0.019864018130915879","0.20897615708274897","1.2754517121868998","1.0570543312901071","0.0042899137245194403","0.095053992800959872"
"grated cheese","chocolate","0.010931875749900012","0.20865139949109412","1.2734696074716818","1.0566205320533897","0.0023475517222509238","0.052393014264764698"
"vegetables mix","french fries","0.0055992534328756166","0.21761658031088085","1.2732776668579699","1.0596971176470069","0.001201741736394887","0.025729902679642713"
"pancakes","eggs","0.021730435941874418","0.22861150070126229","1.2721178536796502","1.0633949412805566","0.004648342581563273","0.095053992800959872"
"parmesan cheese","eggs","0.004532728969470737","0.22818791946308722","1.2697608189114371","1.0628113353002209","0.00096297874410417169","0.019864018130915879"
"frozen vegetables","eggs","0.021730435941874418","0.22797202797202798","1.2685594820609658","1.0625141285509758","0.0046004264711556678","0.095320623916811092"
"cottage cheese","mineral water","0.0095987201706439138","0.30125523012552297","1.263822976046727","1.0899999760510972","0.0020037323024307769","0.031862418344220773"
"green tea","french fries","0.028529529396080524","0.21594349142280528","1.263488400282732","1.0574358425311634","0.0059495600115602974","0.13211571790427942"
